4.21878,59.5625,-4.67508,0,0
0,0,0,0,1
0,0,0,0,2
0,0,0,0,3
0,0,0,0,4
0,0,0,0,5
0,0,0,0,6
0,0,0,0,7
0,0,0,0,8
0,0,0,0,9
0,0,0,0,10
0,0,0,0,11
0,0,0,0,12
35,0,0,1,0
34.9946,0.899966,0.0624984,1,1
0,0,0,1,2
0,0,0,1,3
0,0,0,1,4
0,0,0,1,5
0,0,0,1,6
0,0,0,1,7
0,0,0,1,8
0,0,0,1,9
0,0,0,1,10
0,0,0,1,11
0,0,0,1,12
4.21878,-59.5625,4.67508,2,0
3.61013,-59.4474,4.65255,2,1
3.00038,-59.3188,4.6293,2,2
0,0,0,2,3
0,0,0,2,4
0,0,0,2,5
0,0,0,2,6
0,0,0,2,7
0,0,0,2,8
0,0,0,2,9
0,0,0,2,10
0,0,0,2,11
0,0,0,2,12
-33.983,-14.3589,-3.31561,3,0
-34.1243,-15.2311,-3.36213,3,1
-34.2553,-16.0999,-3.40813,3,2
-34.3757,-16.9651,-3.4536,3,3
0,0,0,3,4
0,0,0,3,5
0,0,0,3,6
0,0,0,3,7
0,0,0,3,8
0,0,0,3,9
0,0,0,3,10
0,0,0,3,11
0,0,0,3,12
-12.4112,56.101,-2.32362,4,0
-11.8366,55.7755,-2.26809,4,1
-11.2584,55.4375,-2.21222,4,2
-10.6768,55.0871,-2.156,4,3
-10.0919,54.7242,-2.09944,4,4
0,0,0,4,5
0,0,0,4,6
0,0,0,4,7
0,0,0,4,8
0,0,0,4,9
0,0,0,4,10
0,0,0,4,11
0,0,0,4,12
30.991,27.8834,4.96354,5,0
31.2708,28.6771,4.97069,5,1
31.5412,29.4644,4.97706,5,2
31.8018,30.2451,4.98265,5,3
32.0527,31.0189,4.98746,5,4
32.2938,31.7858,4.9915,5,5
0,0,0,5,6
0,0,0,5,7
0,0,0,5,8
0,0,0,5,9
0,0,0,5,10
0,0,0,5,11
0,0,0,5,12
19.8823,-49.379,-1.19658,6,0
19.3752,-48.8622,-1.25717,6,1
18.8621,-48.3344,-1.31756,6,2
18.3433,-47.7958,-1.37775,6,3
17.8189,-47.2464,-1.43772,6,4
17.289,-46.6863,-1.49746,6,5
16.7539,-46.1158,-1.55698,6,6
0,0,0,6,7
0,0,0,6,8
0,0,0,6,9
0,0,0,6,10
0,0,0,6,11
0,0,0,6,12
-26.1979,-39.7874,-4.11492,7,0
-26.6,-40.4565,-4.07909,7,1
-26.994,-41.1166,-4.04263,7,2
-27.3797,-41.7674,-4.00554,7,3
-27.757,-42.4088,-3.96782,7,4
-28.1259,-43.0407,-3.92948,7,5
-28.4861,-43.6628,-3.89053,7,6
-28.8376,-44.2752,-3.85097,7,7
0,0,0,7,8
0,0,0,7,9
0,0,0,7,10
0,0,0,7,11
0,0,0,7,12
-26.1979,39.7874,4.11492,8,0
-25.7877,39.1092,4.1501,8,1
-25.3697,38.4223,4.18463,8,2
-24.9439,37.7268,4.21851,8,3
-24.5104,37.0227,4.25173,8,4
-24.0694,36.3104,4.28429,8,5
-23.6211,35.5898,4.31618,8,6
-23.1655,34.8613,4.34739,8,7
-22.7029,34.1249,4.37792,8,8
0,0,0,8,9
0,0,0,8,10
0,0,0,8,11
0,0,0,8,12
19.8823,49.379,1.19658,9,0
20.3833,49.8847,1.1358,9,1
20.878,50.3792,1.07485,9,2
21.3664,50.8623,1.01373,9,3
21.8482,51.334,0.952449,9,4
22.3234,51.7941,0.89102,9,5
22.7917,52.2426,0.829453,9,6
23.253,52.6793,0.767755,9,7
23.7072,53.1042,0.705938,9,8
24.1541,53.5171,0.644011,9,9
0,0,0,9,10
0,0,0,9,11
0,0,0,9,12
30.991,-27.8834,-4.96354,10,0
30.7016,-27.0834,-4.95562,10,1
30.4028,-26.2773,-4.94693,10,2
30.0947,-25.4652,-4.93746,10,3
29.7774,-24.6475,-4.92722,10,4
29.451,-23.8242,-4.91621,10,5
29.1156,-22.9955,-4.90443,10,6
28.7712,-22.1617,-4.89189,10,7
28.418,-21.3229,-4.87858,10,8
28.0562,-20.4793,-4.86451,10,9
27.6857,-19.631,-4.84968,10,10
0,0,0,10,11
0,0,0,10,12
-12.4112,-56.101,2.32362,11,0
-12.9819,-56.4138,2.37877,11,1
-13.5487,-56.7139,2.43356,11,2
-14.1114,-57.0013,2.48797,11,3
-14.6697,-57.2758,2.54198,11,4
-15.2235,-57.5375,2.5956,11,5
-15.7727,-57.7862,2.64882,11,6
-16.317,-58.0219,2.70162,11,7
-16.8564,-58.2446,2.754,11,8
-17.3905,-58.4541,2.80595,11,9
-17.9194,-58.6505,2.85746,11,10
-18.4428,-58.8337,2.90852,11,11
0,0,0,11,12
-33.983,14.3589,3.31561,12,0
-33.8312,13.4835,3.26857,12,1
-33.669,12.605,3.22102,12,2
-33.4966,11.7237,3.17297,12,3
-33.3139,10.8398,3.12442,12,4
-33.121,9.95343,3.07538,12,5
-32.9179,9.06481,3.02586,12,6
-32.7048,8.17416,2.97587,12,7
-32.4817,7.28166,2.92542,12,8
-32.2486,6.38753,2.8745,12,9
-32.0056,5.49196,2.82314,12,10
-31.7528,4.59516,2.77134,12,11
-31.4903,3.69735,2.7191,12,12
5.58294e-322,5.58294e-322,5.58294e-322,13,0
5.58294e-322,5.58294e-322,5.58294e-322,13,1
5.58294e-322,5.58294e-322,5.58294e-322,13,2
5.58294e-322,5.58294e-322,5.58294e-322,13,3
5.58294e-322,5.58294e-322,5.58294e-322,13,4
5.58294e-322,5.58294e-322,5.58294e-322,13,5
5.58294e-322,5.58294e-322,5.58294e-322,13,6
5.58294e-322,5.58294e-322,5.58294e-322,13,7
5.58294e-322,5.58294e-322,5.58294e-322,13,8
5.58294e-322,5.58294e-322,5.58294e-322,13,9
5.58294e-322,5.58294e-322,5.58294e-322,13,10
5.58294e-322,5.58294e-322,5.58294e-322,13,11
5.58294e-322,5.58294e-322,5.58294e-322,13,12
4.82614,59.6643,-4.69688,14,0
5.43202,59.7527,-4.71794,14,1
6.03624,59.8276,-4.73827,14,2
6.6386,59.889,-4.75785,14,3
7.23894,59.937,-4.7767,14,4
7.83705,59.9715,-4.79479,14,5
8.43277,59.9925,-4.81214,14,6
9.02591,60,-4.82873,14,7
9.61628,59.994,-4.84457,14,8
10.2037,59.9745,-4.85966,14,9
10.788,59.9415,-4.87398,14,10
11.369,59.895,-4.88754,14,11
11.9466,59.835,-4.90034,14,12
34.9946,0.899966,0.0624984,15,0
34.9786,1.79973,0.124987,15,1
34.9518,2.69909,0.187456,15,2
34.9143,3.59784,0.249896,15,3
34.8661,4.49578,0.312297,15,4
34.8072,5.39271,0.374649,15,5
34.7377,6.28843,0.436942,15,6
34.6576,7.18273,0.499167,15,7
34.5668,8.07542,0.561314,15,8
34.4654,8.96629,0.623374,15,9
34.3535,9.85514,0.685336,15,10
34.2311,10.7418,0.747191,15,11
34.0982,11.6261,0.808935,15,12
3.61013,-59.4474,4.65255,16,0
3.00038,-59.3188,4.6293,16,1
2.38971,-59.1769,4.60532,16,2
1.7783,-59.0217,4.58062,16,3
1.16635,-58.8532,4.55521,16,4
0.554044,-58.6714,4.52909,16,5
-0.0584329,-58.4765,4.50225,16,6
-0.670892,-58.2684,4.47472,16,7
-1.28315,-58.0472,4.44648,16,8
-1.895,-57.8129,4.41755,16,9
-2.50628,-57.5657,4.38793,16,10
-3.11673,-57.3055,4.35763,16,11
-3.72593,-57.0325,4.32666,16,12
-34.1243,-15.2311,-3.36213,17,0
-34.2553,-16.0999,-3.40813,17,1
-34.3757,-16.9651,-3.4536,17,2
-34.4856,-17.8264,-3.49852,17,3
-34.5849,-18.6837,-3.5429,17,4
-34.6737,-19.5368,-3.58672,17,5
-34.7518,-20.3856,-3.62998,17,6
-34.8193,-21.2297,-3.67268,17,7
-34.8761,-22.0691,-3.7148,17,8
-34.9223,-22.9035,-3.75635,17,9
-34.9577,-23.7327,-3.7973,17,10
-34.9825,-24.5568,-3.83767,17,11
-34.9965,-25.3762,-3.87748,17,12
-11.8366,55.7755,-2.26809,18,0
-11.2584,55.4375,-2.21222,18,1
-10.6768,55.0871,-2.156,18,2
-10.0919,54.7242,-2.09944,18,3
-9.50386,54.349,-2.04255,18,4
-8.91294,53.9616,-1.98535,18,5
-8.3193,53.5621,-1.92783,18,6
-7.72311,53.1505,-1.87002,18,7
-7.12456,52.7269,-1.81191,18,8
-6.52383,52.2915,-1.75352,18,9
-5.92113,51.8444,-1.69485,18,10
-5.31676,51.3857,-1.63594,18,11
-4.71167,50.9161,-1.57686,18,12
31.2708,28.6771,4.97069,19,0
31.5412,29.4644,4.97706,19,1
31.8018,30.2451,4.98265,19,2
32.0527,31.0189,4.98746,19,3
32.2938,31.7858,4.9915,19,4
32.525,32.5455,4.99475,19,5
32.7462,33.298,4.99722,19,6
32.9575,34.0429,4.99892,19,7
33.1586,34.7801,4.99983,19,8
33.3495,35.5096,4.99996,19,9
33.5303,36.231,4.99931,19,10
33.7009,36.9446,4.99787,19,11
33.8613,37.651,4.99565,19,12
19.3752,-48.8622,-1.25717,20,0
18.8621,-48.3344,-1.31756,20,1
18.3433,-47.7958,-1.37775,20,2
17.8189,-47.2464,-1.43772,20,3
17.289,-46.6863,-1.49746,20,4
16.7539,-46.1158,-1.55698,20,5
16.2135,-45.5348,-1.61625,20,6
15.6683,-44.9437,-1.67526,20,7
15.1182,-44.3424,-1.73402,20,8
